AwardID	AwardName	YearGiven	Result	ShowName	WorkID	PersonName
O48	Best Supporting Actress	2015	Nominated	Oscars	M13	Laura Dern
O49	Best Supporting Actress	2015	Nominated	Oscars	M5	Keira Knightley
O50	Best Supporting Actress	2015	Nominated	Oscars	M1	Emma Stone
O51	Best Supporting Actress	2015	Nominated	Oscars	M15	Meryl Streep
O52	Best Original Screenplay	2015	Won	Oscars	M1	Alejandro G. Inarritu
O53	Best Original Screenplay	2015	Won	Oscars	M1	Nicolas Giacobone
O54	Best Original Screenplay	2015	Won	Oscars	M1	Alexander Dinelaris, Jr.
O55	Best Original Screenplay	2015	Won	Oscars	M1	Armando Bo
O56	Best Original Screenplay	2015	Nominated	Oscars	M3	Richard Linklater
O57	Best Original Screenplay	2015	Nominated	Oscars	M9	E. Max Frye
O58	Best Original Screenplay	2015	Nominated	Oscars	M9	Dan Futterman
O59	Best Original Screenplay	2015	Nominated	Oscars	M4	Wes Anderson
O60	Best Original Screenplay	2015	Nominated	Oscars	M4	Hugo Guinness
O61	Best Original Screenplay	2015	Nominated	Oscars	M16	Dan Gilroy
O62	Best Adapted Screenplay	2015	Won	Oscars	M5	Graham Moore
O63	Best Adapted Screenplay	2015	Nominated	Oscars	M2	Jason Hall
O64	Best Adapted Screenplay	2015	Nominated	Oscars	M17	Paul Thomas Anderson
O65	Best Adapted Screenplay	2015	Nominated	Oscars	M7	Anthony McCarten
O66	Best Adapted Screenplay	2015	Nominated	Oscars	M8	Damien Chazelle
O67	Best Animated Feature Film	2015	Won	Oscars	M18	Don Hall
O68	Best Animated Feature Film	2015	Won	Oscars	M18	Chris Williams
O69	Best Animated Feature Film	2015	Won	Oscars	M18	Roy Conli
O70	Best Animated Feature Film	2015	Nominated	Oscars	M19	Anthony Stacchi
O71	Best Animated Feature Film	2015	Nominated	Oscars	M19	Graham Annable
O72	Best Animated Feature Film	2015	Nominated	Oscars	M19	Travis Knight
O73	Best Animated Feature Film	2015	Nominated	Oscars	M20	Dean DeBlois
O74	Best Animated Feature Film	2015	Nominated	Oscars	M20	Bonnie Arnold
O75	Best Animated Feature Film	2015	Nominated	Oscars	M21	Tomm Moore
O76	Best Animated Feature Film	2015	Nominated	Oscars	M22	Isao Takahata
O77	Best Foreign Language Film	2015	Won	Oscars	M23	Pawl Pawlikowski
O78	Best Foreign Language Film	2015	Nominated	Oscars	M24	Andrey Zvyagintsev
O79	Best Foreign Language Film	2015	Nominated	Oscars	M25	Zaza Urushadze
O80	Best Foreign Language Film	2015	Nominated	Oscars	M26	Abderrahmane Sissako
O81	Best Foreign Language Film	2015	Nominated	Oscars	M27	Damian Szifron
O82	Best Original Song	2015	Won	Oscars	M6	John Legend
O83	Best Original Song	2015	Won	Oscars	M6	Common
O84	Best Original Song	2015	Nominated	Oscars	M74	Shawn Patterson
O85	Best Original Song	2015	Nominated	Oscars	M75	Diane Warren
O86	Best Original Song	2015	Nominated	Oscars	M76	Glen Campbell
O87	Best Original Song	2015	Nominated	Oscars	M77	Gregg Alexander
O88	Best Original Song	2015	Nominated	Oscars	M77	Danielle Brisebois
